l1,aaa,lor,enroll,speaking,sex,family
German,42,2,101,639,Female,Indo-European
Danish,29,5,124,571,Female,Indo-European
English,30,3,105,545,Female,Indo-European
Croatian,21,4,85,529,Female,Indo-European
Danish,37,2,124,545,Female,Indo-European
Polish,24,7,100,541,Female,Indo-European
Polish,48,2,100,538,Female,Indo-European
Danish,26,3,124,525,Female,Indo-European
Danish,27,1,124,536,Female,Indo-European
Danish,25,1,124,510,Female,Indo-European
Albanian,21,8,78,556,Female,Indo-European
Russian,29,4,90,500,Female,Indo-European
Greek,17,1,118,536,Female,Indo-European
Danish,31,2,124,538,Female,Indo-European
French,25,1,64,534,Female,Indo-European
Czech,23,2,90,510,Female,Indo-European
Spanish,30,3,83,545,Female,Indo-European
Russian,27,3,92,528,Female,Indo-European
Kurdish,18,3,79,514,Female,Indo-European
Polish,14,2,100,596,Female,Indo-European
Russian,24,4,90,504,Female,Indo-European
Persian,37,6,77,496,Female,Indo-European
German,26,13,101,550,Female,Indo-European
Russian,24,1,84,494,Female,Indo-European
Arabic,19,1,85,523,Female,Afro-Asiatic
Tagalog,33,2,83,545,Female,Austronesian
Danish,28,2,124,566,Female,Indo-European
Russian,26,1,84,505,Female,Indo-European
Polish,23,4,100,507,Female,Indo-European
Persian,26,4,77,491,Female,Indo-European
Polish,28,3,100,553,Female,Indo-European
Danish,27,2,124,578,Female,Indo-European
Serbian,47,4,85,520,Female,Indo-European
German,27,3,101,538,Female,Indo-European
Danish,25,0,124,570,Female,Indo-European
German,38,1,101,599,Female,Indo-European
Hungarian,22,1,96,593,Female,Uralic
Ukranian,25,5,92,549,Female,Indo-European
Polish,19,3,100,505,Female,Indo-European
Persian,32,11,77,539,Female,Indo-European
Hebrew,34,6,93,520,Female,Afro-Asiatic
Kurdish,19,2,47,557,Female,Indo-European
German,19,1,101,570,Female,Indo-European
German,30,2,101,573,Female,Indo-European
Italian,29,3,99,553,Female,Indo-European
Serbian,23,9,85,560,Female,Indo-European
Arabic,21,3,79,427,Female,Afro-Asiatic
Polish,26,2,100,519,Female,Indo-European
Russian,23,1,90,603,Female,Indo-European
Indonesian,19,2,64,455,Female,Austronesian
Slovak,20,1,94,547,Female,Indo-European
Arabic,31,7,47,489,Female,Afro-Asiatic
Japanese,26,2,101,462,Female,Japanese
Danish,19,3,124,560,Female,Indo-European
English,28,9,118,589,Female,Indo-European
German,11,9,101,508,Female,Indo-European
Arabic,43,1,49,505,Female,Afro-Asiatic
Spanish,24,4,118,560,Female,Indo-European
Chinese,31,6,67,456,Female,Sino-Tibetan
English,24,2,148,559,Female,Indo-European
Arabic,28,2,49,511,Female,Afro-Asiatic
Danish,56,2,124,504,Female,Indo-European
Arabic,29,9,25,529,Female,Afro-Asiatic
Persian,19,3,19,527,Female,Indo-European
Albanian,24,6,85,510,Female,Indo-European
Russian,30,2,84,561,Female,Indo-European
Danish,25,0,124,557,Female,Indo-European
English,35,1,105,559,Female,Indo-European
Danish,23,1,124,500,Female,Indo-European
French,43,8,13,499,Female,Indo-European
French,23,2,113,548,Female,Indo-European
Indonesian,24,5,64,532,Female,Austronesian
German,28,2,101,614,Female,Indo-European
Arabic,31,1,49,550,Female,Afro-Asiatic
Arabic,24,2,49,493,Female,Afro-Asiatic
Tagalog,25,2,83,489,Female,Austronesian
Indonesian,20,15,64,522,Female,Austronesian
German,26,7,101,611,Female,Indo-European
Danish,31,0,124,535,Female,Indo-European
Polish,28,2,100,514,Female,Indo-European
Spanish,18,1,83,534,Female,Indo-European
German,42,7,101,572,Female,Indo-European
Arabic,38,0,49,475,Female,Afro-Asiatic
German,26,3,101,525,Female,Indo-European
Russian,26,5,84,616,Female,Indo-European
Persian,32,3,77,512,Female,Indo-European
Russian,26,3,90,556,Female,Indo-European
Hungarian,20,2,96,533,Female,Uralic
Spanish,25,0,82,459,Female,Indo-European
Spanish,39,1,65,480,Female,Indo-European
Danish,21,1,124,543,Female,Indo-European
English,25,2,148,608,Female,Indo-European
Lithuanian,31,1,100,497,Female,Indo-European
Serbian,32,3,85,543,Female,Indo-European
German,14,9,84,528,Female,Indo-European
Danish,21,1,124,530,Female,Indo-European
Tamazight,31,2,49,464,Female,Afro-Asiatic
Ukranian,24,4,90,586,Female,Indo-European
Indonesian,27,1,64,510,Female,Austronesian
Kurdish,26,2,47,503,Female,Indo-European
Indonesian,26,2,64,529,Female,Austronesian
German,27,1,101,552,Female,Indo-European
Indonesian,41,2,64,488,Female,Austronesian
Russian,21,1,101,518,Female,Indo-European
Vietnamese,33,2,67,506,Female,Austro-Asiatic
Slovak,22,1,90,539,Female,Indo-European
Romanian,27,2,86,496,Female,Indo-European
Danish,20,5,124,640,Female,Indo-European
Chinese,26,2,67,477,Female,Sino-Tibetan
Arabic,29,0,49,542,Female,Afro-Asiatic
Czech,27,3,90,522,Female,Indo-European
Indonesian,24,6,64,495,Female,Austronesian
Polish,33,2,100,526,Female,Indo-European
Serbian,23,2,85,546,Female,Indo-European
Serbian,29,4,85,508,Female,Indo-European
English,27,1,93,554,Female,Indo-European
Tamazight,21,7,49,530,Female,Afro-Asiatic
Persian,37,8,77,520,Female,Indo-European
German,21,1,101,580,Female,Indo-European
Arabic,33,7,31,500,Female,Afro-Asiatic
Czech,21,17,85,514,Female,Indo-European
Portugese,29,3,106,528,Female,Indo-European
Hungarian,25,2,96,520,Female,Uralic
Tagalog,26,3,83,490,Female,Austronesian
Hindi,24,5,54,549,Female,Indo-European
Ukranian,36,2,90,543,Female,Indo-European
German,28,4,101,577,Female,Indo-European
Russian,25,1,90,538,Female,Indo-European
Spanish,26,3,118,536,Female,Indo-European
Hungarian,25,6,96,592,Female,Uralic
Danish,32,0,124,550,Female,Indo-European
Tagalog,26,2,83,513,Female,Austronesian
Polish,25,1,100,530,Female,Indo-European
German,41,1,101,536,Female,Indo-European
Kurdish,16,3,47,551,Female,Indo-European
Danish,48,2,124,543,Female,Indo-European
Danish,21,1,124,538,Female,Indo-European
Spanish,31,3,82,482,Female,Indo-European
Russian,15,8,84,596,Female,Indo-European
Tamazight,22,3,49,472,Female,Afro-Asiatic
Danish,40,2,83,503,Female,Indo-European
Persian,23,3,77,514,Female,Indo-European
Russian,29,2,90,487,Female,Indo-European
Arabic,24,2,118,431,Female,Afro-Asiatic
German,26,1,101,560,Female,Indo-European
Spanish,22,2,68,501,Female,Indo-European
Persian,0,28,77,465,Female,Indo-European
Lithuanian,22,3,90,526,Female,Indo-European
English,27,10,105,524,Female,Indo-European
German,28,3,101,588,Female,Indo-European
Czech,23,1,95,494,Female,Indo-European
German,32,2,101,548,Female,Indo-European
Urdu,24,1,29,535,Female,Indo-European
German,10,10,101,527,Female,Indo-European
Armenian,24,7,47,518,Female,Indo-European
Spanish,33,6,118,591,Female,Indo-European
Arabic,18,1,118,481,Female,Afro-Asiatic
English,22,3,94,544,Female,Indo-European
Urdu,18,22,29,517,Female,Indo-European
Romanian,37,1,86,480,Female,Indo-European
French,30,4,113,455,Female,Indo-European
Persian,30,9,77,503,Female,Indo-European
Polish,26,3,100,547,Female,Indo-European
English,26,6,94,560,Female,Indo-European
Persian,24,4,77,451,Female,Indo-European
Chinese,38,4,67,415,Female,Sino-Tibetan
English,26,3,105,530,Female,Indo-European
German,18,10,101,544,Female,Indo-European
German,22,1,101,538,Female,Indo-European
French,36,2,113,532,Female,Indo-European
Estonian,27,1,90,537,Female,Uralic
French,24,1,109,572,Female,Indo-European
French,32,4,113,548,Female,Indo-European
German,19,1,101,535,Female,Indo-European
Spanish,30,2,83,519,Female,Indo-European
Arabic,19,2,49,545,Female,Afro-Asiatic
Persian,32,2,77,475,Female,Indo-European
Finnish,19,5,111,565,Female,Uralic
Spanish,27,2,67,494,Female,Indo-European
Turkish,26,2,79,550,Female,Altaic
Finnish,27,1,111,565,Female,Uralic
French,32,1,27,427,Female,Indo-European
Czech,25,2,90,487,Female,Indo-European
English,40,6,105,621,Female,Indo-European
Urdu,31,3,29,469,Female,Indo-European
Bulgarian,27,4,90,532,Female,Indo-European
Korean,32,4,97,491,Female,Korean
Indonesian,27,2,64,540,Female,Austronesian
Romanian,25,6,86,510,Female,Indo-European
English,24,1,100,574,Female,Indo-European
Serbian,19,2,85,577,Female,Indo-European
English,23,1,105,515,Female,Indo-European
Spanish,27,2,118,501,Female,Indo-European
Finnish,29,0,111,550,Female,Uralic
French,24,0,109,512,Female,Indo-European
Russian,22,3,84,542,Female,Indo-European
Serbian,35,4,85,553,Female,Indo-European
Portugese,18,6,97,527,Female,Indo-European
Polish,37,4,100,526,Female,Indo-European
Russian,37,1,90,524,Female,Indo-European
English,23,1,94,566,Female,Indo-European
Polish,23,2,100,534,Female,Indo-European
Japanese,36,10,101,482,Female,Japanese
French,34,3,113,544,Female,Indo-European
Arabic,31,7,83,504,Female,Afro-Asiatic
German,41,1,101,544,Female,Indo-European
Bulgarian,27,3,90,493,Female,Indo-European
Malay,34,4,69,461,Female,Austronesian
Polish,42,3,100,497,Female,Indo-European
Russian,24,1,92,523,Female,Indo-European
Portugese,25,4,106,515,Female,Indo-European
Spanish,41,2,82,504,Female,Indo-European
Arabic,21,7,49,575,Female,Afro-Asiatic
Bosnian,24,2,91,493,Female,Indo-European
Arabic,23,2,93,534,Female,Afro-Asiatic
Bulgarian,22,1,90,571,Female,Indo-European
Portugese,25,2,97,534,Female,Indo-European
English,27,3,79,522,Female,Indo-European
Hebrew,22,1,93,491,Female,Afro-Asiatic
Turkish,22,12,79,526,Female,Altaic
Russian,23,4,84,614,Female,Indo-European
Albanian,25,3,78,526,Female,Indo-European
Serbian,31,7,89,509,Female,Indo-European
Spanish,24,3,118,569,Female,Indo-European
Afrikaans,27,7,93,551,Female,Indo-European
Portugese,34,1,106,524,Female,Indo-European
Portugese,26,2,106,537,Female,Indo-European
English,33,2,94,499,Female,Indo-European
Polish,31,1,100,535,Female,Indo-European
German,28,20,101,601,Female,Indo-European
English,53,1,105,541,Female,Indo-European
German,44,1,101,505,Female,Indo-European
English,26,28,105,562,Female,Indo-European
Turkish,18,1,79,591,Female,Altaic
Chinese,21,7,67,522,Female,Sino-Tibetan
Russian,28,2,84,532,Female,Indo-European
Turkish,23,2,101,521,Female,Altaic
Kurdish,25,1,77,584,Female,Indo-European
Russian,25,1,90,568,Female,Indo-European
Indonesian,31,3,64,524,Female,Austronesian
German,40,2,101,615,Female,Indo-European
English,7,12,105,571,Female,Indo-European
German,20,1,101,501,Female,Indo-European
French,23,4,27,484,Female,Indo-European
German,11,10,101,505,Female,Indo-European
Turkish,32,8,79,517,Female,Altaic
Arabic,19,1,49,520,Female,Afro-Asiatic
Ukranian,17,5,90,595,Female,Indo-European
Russian,54,1,92,294,Female,Indo-European
Romanian,19,1,86,544,Female,Indo-European
German,18,4,101,555,Female,Indo-European
German,49,2,101,545,Female,Indo-European
Polish,18,3,100,527,Female,Indo-European
Slovenian,40,1,85,566,Female,Indo-European
Serbian,24,12,93,549,Female,Indo-European
Serbian,20,1,85,534,Female,Indo-European
Arabic,24,0,49,549,Female,Afro-Asiatic
German,10,10,101,527,Female,Indo-European
German,50,2,101,583,Female,Indo-European
Turkish,31,1,101,453,Female,Altaic
Ukranian,32,2,92,507,Female,Indo-European
English,20,8,105,550,Female,Indo-European
Polish,24,5,100,565,Female,Indo-European
French,25,4,113,544,Female,Indo-European
English,24,1,94,552,Female,Indo-European
Indonesian,26,2,64,499,Female,Austronesian
Polish,39,2,100,510,Female,Indo-European
Spanish,32,2,82,467,Female,Indo-European
Afrikaans,22,4,93,530,Female,Indo-European
Turkish,19,1,118,564,Female,Altaic
Turkish,28,3,79,513,Female,Altaic
English,28,1,94,510,Female,Indo-European
English,44,1,101,460,Female,Indo-European
English,32,2,94,559,Female,Indo-European
Russian,27,1,84,505,Female,Indo-European
English,18,1,148,479,Female,Indo-European
German,24,2,101,579,Female,Indo-European
German,30,4,101,573,Female,Indo-European
German,27,2,101,544,Female,Indo-European
German,22,3,101,589,Female,Indo-European
Russian,30,2,90,502,Female,Indo-European
Arabic,19,4,49,517,Female,Afro-Asiatic
German,20,0,101,521,Female,Indo-European
Bulgarian,26,4,90,559,Female,Indo-European
English,31,2,105,521,Female,Indo-European
English,39,3,94,525,Female,Indo-European
Persian,29,7,19,519,Female,Indo-European
Arabic,25,5,47,512,Female,Afro-Asiatic
Russian,21,1,90,544,Female,Indo-European
Ukranian,30,4,90,509,Female,Indo-European
Persian,23,2,77,522,Female,Indo-European
English,24,3,94,586,Female,Indo-European
Portugese,53,3,106,515,Female,Indo-European
English,32,2,94,493,Female,Indo-European
English,24,4,105,548,Female,Indo-European
Kurdish,31,3,47,529,Female,Indo-European
Italian,36,2,99,531,Female,Indo-European
Serbian,16,4,85,565,Female,Indo-European
Italian,19,9,99,538,Female,Indo-European
Serbian,23,2,89,510,Female,Indo-European
Polish,22,4,100,534,Female,Indo-European
English,34,8,93,475,Female,Indo-European
Indonesian,40,1,64,535,Female,Austronesian
Somali,60,6,8,321,Female,Afro-Asiatic
Finnish,23,1,111,578,Female,Uralic
English,25,7,94,542,Female,Indo-European
Polish,27,3,100,509,Female,Indo-European
Polish,20,3,100,538,Female,Indo-European
Spanish,28,3,66,492,Female,Indo-European
English,40,2,94,530,Female,Indo-European
Polish,22,4,100,528,Female,Indo-European
German,31,4,101,584,Female,Indo-European
German,20,1,101,535,Female,Indo-European
English,27,2,94,522,Female,Indo-European
German,17,4,101,530,Female,Indo-European
Croatian,30,2,93,512,Female,Indo-European
Chinese,25,2,67,515,Female,Sino-Tibetan
English,30,1,105,532,Female,Indo-European
Persian,26,6,77,496,Female,Indo-European
Russian,33,1,90,506,Female,Indo-European
Turkish,26,7,79,541,Female,Altaic
Arabic,24,2,49,501,Female,Afro-Asiatic
Hungarian,26,1,96,526,Female,Uralic
Persian,41,3,77,492,Female,Indo-European
Polish,24,2,113,510,Female,Indo-European
English,35,2,94,522,Female,Indo-European
Serbian,26,1,101,650,Female,Indo-European
French,16,2,30,570,Female,Indo-European
Serbian,40,3,85,516,Female,Indo-European
Russian,27,3,90,523,Female,Indo-European
English,30,5,105,518,Female,Indo-European
English,22,3,94,534,Female,Indo-European
Portugese,36,6,106,517,Female,Indo-European
Bulgarian,24,1,90,480,Female,Indo-European
Portugese,26,8,13,512,Female,Indo-European
Polish,22,3,100,573,Female,Indo-European
Polish,25,1,100,524,Female,Indo-European
Portugese,21,6,106,458,Female,Indo-European
Portugese,26,1,106,539,Female,Indo-European
Estonian,22,4,100,604,Female,Uralic
German,28,1,101,585,Female,Indo-European
Spanish,30,2,118,507,Female,Indo-European
German,19,1,101,543,Female,Indo-European
Russian,23,2,84,523,Female,Indo-European
Chinese,15,2,67,482,Female,Sino-Tibetan
German,23,1,101,575,Female,Indo-European
English,23,3,100,583,Female,Indo-European
Catalan,28,9,118,514,Female,Indo-European
Éwé,38,0,46,494,Female,Niger-Congo
French,27,3,23,576,Female,Indo-European
Spanish,17,2,93,535,Female,Indo-European
Spanish,31,4,118,513,Female,Indo-European
Russian,24,10,84,505,Female,Indo-European
German,27,6,101,605,Female,Indo-European
Spanish,28,13,88,546,Female,Indo-European
Japanese,30,5,101,498,Female,Japanese
Spanish,24,2,113,506,Female,Indo-European
Serbian,31,4,85,532,Female,Indo-European
Malay,26,2,69,497,Female,Austronesian
Polish,24,3,100,568,Female,Indo-European
German,38,6,101,576,Female,Indo-European
Spanish,32,2,82,540,Female,Indo-European
Finnish,31,5,111,539,Female,Uralic
Arabic,29,8,49,585,Female,Afro-Asiatic
German,21,0,101,525,Female,Indo-European
Arabic,35,3,47,503,Female,Afro-Asiatic
English,24,3,105,550,Female,Indo-European
Indonesian,20,3,64,479,Female,Austronesian
Persian,40,8,77,464,Female,Indo-European
Arabic,25,1,49,520,Female,Afro-Asiatic
English,43,4,94,521,Female,Indo-European
English,31,3,94,500,Female,Indo-European
German,15,12,101,564,Female,Indo-European
Czech,26,2,90,559,Female,Indo-European
Polish,21,1,100,511,Female,Indo-European
English,32,2,94,516,Female,Indo-European
Chinese,14,3,67,561,Female,Sino-Tibetan
Armenian,29,2,49,490,Female,Indo-European
Serbian,24,3,85,509,Female,Indo-European
Serbian,27,5,85,501,Female,Indo-European
Arabic,25,3,47,523,Female,Afro-Asiatic
Russian,20,2,90,495,Female,Indo-European
Turkish,17,2,79,461,Female,Altaic
German,29,6,101,598,Female,Indo-European
Vietnamese,31,6,67,505,Female,Austro-Asiatic
German,52,3,101,543,Female,Indo-European
Arabic,20,1,49,514,Female,Afro-Asiatic
German,34,6,101,549,Female,Indo-European
English,22,1,120,523,Female,Indo-European
Spanish,25,2,83,521,Female,Indo-European
Russian,23,1,90,509,Female,Indo-European
Romanian,24,2,86,560,Female,Indo-European
Russian,27,2,90,541,Female,Indo-European
Polish,38,5,100,494,Female,Indo-European
English,17,1,94,526,Female,Indo-European
Persian,32,5,77,510,Female,Indo-European
French,20,3,113,538,Female,Indo-European
Croatian,21,2,93,526,Female,Indo-European
Arabic,33,2,83,542,Female,Afro-Asiatic
Tamazight,26,1,49,517,Female,Afro-Asiatic
Russian,33,2,90,542,Female,Indo-European
Indonesian,28,10,64,513,Female,Austronesian
Indonesian,17,4,64,485,Female,Austronesian
Hungarian,22,8,85,566,Female,Uralic
Indonesian,21,2,64,481,Female,Austronesian
English,47,3,105,500,Female,Indo-European
English,18,1,101,508,Female,Indo-European
Korean,31,3,97,517,Female,Korean
Persian,20,4,77,533,Female,Indo-European
French,24,1,94,574,Female,Indo-European
Russian,38,3,90,545,Female,Indo-European
German,21,0,101,541,Female,Indo-European
Finnish,21,12,111,545,Female,Uralic
English,28,1,120,481,Female,Indo-European
German,15,4,101,551,Female,Indo-European
German,44,2,101,550,Female,Indo-European
Polish,25,3,100,510,Female,Indo-European
Persian,26,7,77,444,Female,Indo-European
English,21,1,101,580,Female,Indo-European
Albanian,21,1,78,504,Female,Indo-European
Arabic,22,4,49,525,Female,Afro-Asiatic
Portugese,24,11,97,509,Female,Indo-European
Russian,33,6,90,486,Female,Indo-European
Czech,47,3,90,536,Female,Indo-European
German,25,1,101,549,Female,Indo-European
Chinese,27,5,67,493,Female,Sino-Tibetan
Indonesian,33,2,64,468,Female,Austronesian
Tamazight,28,2,49,476,Female,Afro-Asiatic
German,8,12,101,514,Female,Indo-European
Arabic,30,3,49,528,Female,Afro-Asiatic
Arabic,30,1,49,498,Female,Afro-Asiatic
Swahili,16,3,11,472,Female,Niger-Congo
Turkish,24,2,79,484,Female,Altaic
Spanish,31,2,83,548,Female,Indo-European
Amharic,17,2,25,513,Female,Afro-Asiatic
